id_cancion	plays	song	artist	id_cancion	requests
456479	53	After The Storm	Mumford & Sons	456479	2
481630	53	Belle & Sebastian	Belle and Sebastian	481630	2
155433	53	Louisiana Woman, Mississippi Man	Loretta Lynn, Conway Twitty	155433	1
177970	53	Tres Marias	AndrÃ©s Calamaro	177970	1
297988	53	Pushin' Too Hard	The Seeds	297988	1
314897	53	Mansard Roof (Album)	Vampire Weekend	314897	1
358514	53	Your Bones	Of Monsters And Men	358514	1
374271	53	Yo Vengo Aqui	Compay Segundo	374271	1
408910	53	Fade To Grey	Electro Lounge All Stars	408910	1
449701	53	Ave Maria	The Priests	449701	1
465511	53	Loving You	Paolo Nutini	465511	1
535696	53	Horosho (Original Mix)	DJ Fronter	535696	1
543482	53	Tu Me Matas	Daniel	543482	1
32228	52	D'Artacan Y Los Tres Mosqueperros	Canciones Infantiles	32228	60
7795	52	PsicofonÃ_a - Remix Edit	Gloria Trevi	7795	57
299897	52	Balls To The Wall (Made Famous by Accept)	The Rock Heroes	299897	55
492611	52	Buy Us A Drink	The Irish Rovers	492611	55
180377	52	Black Night - Live In Japan	Deep Purple	180377	53
459689	52	Creando Problemas	Estirpe Imperial	459689	53
494454	52	The Body Of An American	The Pogues	494454	53
386397	52	Power Of Love	Huey Lewis And The News	386397	51
43597	52	A Kind Of Magic - 2011 Remaster	Queen	43597	50
251196	52	Somos De Calle	Daddy Yankee	251196	49
566958	52	I Don't Wanna Party Without You	PLAYB4CK vs SuperMartxe ft. Mohombi	566958	48
262967	52	Halloween	Helloween	262967	45
506929	52	I Don't Want To Grow Up	Ramones	506929	45
578142	52	Una Paloma Blanca	Los Manolos	578142	43
416963	52	I Write Sins Not Tragedies	Panic! At The Disco	416963	42
2192	52	Llama al Sol	Tito El Bambino	2192	41
37344	52	Sevilla	Fondo Flamenco	37344	40
308581	52	Una Vaina Loca - feat. Boy Wonder Presents Chosen Few Urbano	Fuego	308581	40
360299	52	Supermassive Black Hole	Muse	360299	40
129880	52	El Abuelo Victor - En Vivo	Victor Manuel	129880	39
502032	52	Miguel	La Fuga	502032	39
15759	52	La Ultima Noche	Luis Miguel	15759	38
416206	52	Hell Or Hallelujah	Kiss	416206	38
445157	52	La paloma	Juan Pardo	445157	38
369812	52	Hey Baby (Drop It To The Floor)	Pitbull, T-Pain	369812	37
542270	52	DisparÃ©	Nena Daconte	542270	36
458129	52	Rock 'N' Roll Train	AC/DC	458129	33
579395	52	Sobredosis	Los Titanes	579395	33
472032	52	Penny Lane	The Beatles	472032	31
69049	52	Racismo	Sergio Contreras	69049	30
164801	52	Mi Revolucion	El Ã_ltimo Ke Zierre	164801	29
187620	52	AragÃ_n	JosÃ© Antonio Labordeta	187620	29
87030	52	Azul	Muchachito Bombo Infierno	87030	28
353010	52	PÃ_ker Para Un Perdedor	Tino Casal	353010	27
377113	52	A Cara O Cruz	Radio Futura	377113	27
19311	52	Cigarrito	Platero Y Tu	19311	26
458101	52	Rocker	AC/DC	458101	26
279108	52	Chuchuwa - Version Mexico	Grupo Encanto	279108	25
45753	52	Pobre Tahur	La Frontera	45753	24
536457	52	When the Levee Breaks	Led Zeppelin	536457	24
207560	52	Hearts Burst Into Fire	Bullet For My Valentine	207560	22
444870	52	Perdoname	Demis Roussos	444870	22
482273	52	I'm Leaving You	Scorpions	482273	22
68742	52	Breakfast In America	Supertramp	68742	21
87471	52	Conspiracy Of One	The Offspring	87471	21
13640	52	Crazy In Love feat. Jay-Z	BeyoncÃ©	13640	20
42351	52	Nueva DegeneraciÃ_n	Boikot	42351	19
212619	52	Dude (Looks Like A Lady)	Aerosmith	212619	19
54864	52	Fiesta	Serrat & Sabina	54864	18
446955	52	Stay	Miley Cyrus, Shari Sutcliffe	446955	17
19036	52	Ramon - , Directo	Platero Y Tu	19036	16
181232	52	Let It Die	Ozzy Osbourne	181232	16
577778	52	DueÃ±a de Mis ?	Rapsusklei, Quiroga	577778	16
101909	52	You	Bad Religion	101909	15
19084	52	Si Tu Te Vas	Platero Y Tu	19084	14
183252	52	Si Yo Te Digo Ven	Maita Vende Ca	183252	14
39378	52	Santa adrenalina - Confesiones-directo	Ivan Ferreiro	39378	12
451554	52	Fat Lip	Sum 41	451554	12
20329	52	Tomas	Extremoduro	20329	11
2747	52	24 Horas	David Bisbal	2747	10
104254	52	Semilla Negra	Radio Futura	104254	10
318057	52	No Distance Left to Run	Blur	318057	10
433272	52	I Don't Wanna Lose You	Albert Hammond	433272	10
177979	52	Te Quiero Igual - en directo 2005	AndrÃ©s Calamaro	177979	9
212961	52	How Sweet It Is (To Be Loved By You)	Marvin Gaye	212961	9
444957	52	L'italiano - Lasciatemi Cantare	Toto Cutugno	444957	9
161743	52	All Your Love	Magic Sam	161743	8
444909	52	Quererte A Ti	Angela Carrasco	444909	8
536506	52	I Can't Quit You Baby	Led Zeppelin	536506	8
575257	52	Daylight	Matt and Kim	575257	8
13801	52	1+1	BeyoncÃ©	13801	7
54273	52	Did I Let You Know	Red Hot Chili Peppers	54273	7
276140	52	Papel secante	Extremoduro	276140	7
178026	52	Chicas	AndrÃ©s Calamaro	178026	6
243286	52	I Can't Explain - Original Mono Version	The Who	243286	6
421024	52	Barely Legal	The Strokes	421024	6
12498	52	Volvamos a empezar	Melendi	12498	5
59113	52	El Baile del Sua Sua	Kinito Mendez	59113	5
308296	52	The Bare Necessities - From Walt Disney's ''The Jungle Book''	Bruce Reitherman, Phil Harris	308296	5
530645	52	Black Velvet	Alannah Myles	530645	5
11454	52	Quisiera Poder Olvidarme De TÃ_	Luis Fonsi	11454	4
12540	52	Una Historia De Dos	Melendi	12540	4
53716	52	El Viejo San Juan	Chambao	53716	4
149579	52	Vaya Ejemplar De Primavera - Version 2004	Rosendo	149579	4
207930	52	Iâ€™m Not The One	The Black Keys	207930	4
506629	52	Tatuado	Kortatu	506629	4
575314	52	In The Stars	Icona Pop	575314	4
17002	52	Photographs	Rihanna, will.i.am	17002	3
443641	52	Killing Me Softly With His Song	Feeling	443641	3
535699	52	Heroes Of The Night (Pleasurekraft Remix)	Umek and Christian Cambas	535699	3
579412	52	Run Away With Me	Carly Rae Jepsen	579412	3
70992	52	When A Man Loves A Woman (Re-Recorded _ Remastered)	Percy Sledge	70992	2
81987	52	Los Colores De Una Sombra	Love of Lesbian	81987	2
357068	52	Whole Lotta Woman	The Contours	357068	2
386434	52	I Want A New Drug - 24-Bit Digitally Remastered 99	Huey Lewis & The News	386434	2
442164	52	Live My Life - Party Rock Remix	Far East Movement, Justin Bieber, Redfoo	442164	2
444619	52	Please Don't Cry	Gigi D'Agostino & Love Family	444619	2
445155	52	Kumbala	Maldita Vecindad Y Los Hijos Del Quinto Patio	445155	2
458157	52	Breaking the Rules	AC/DC	458157	2
575451	52	On My Own	Miley Cyrus	575451	2
577585	52	First Kiss	Kid Rock	577585	2
578147	52	She Came to Give It to You	Usher, Nicki Minaj	578147	2
10303	52	Big City Nights	Scorpions	10303	1
19152	52	Un Abc Sin Letras - , Directo	Platero Y Tu	19152	1
21012	52	Balada Para Un Viejo Sombrero (con Aurelio Morata) - Live	Aurelio Morata, Loquillo Y Los Trogloditas	21012	1
34259	52	Dulce Amor	Gloria Estefan	34259	1
35340	52	Zapalduen Olerkia	Ken Zazpi	35340	1
39225	52	El Viento A Favor (OpciÃ_n Carlos Jean)	Bunbury	39225	1
148071	52	ShimbalaiÃª	Maria GadÃº	148071	1
207892	52	If You See Me	The Black Keys	207892	1
207926	52	Too Afraid To Love	The Black Keys	207926	1
307131	52	Sweet Sweet Heart	The Vibrators	307131	1
332778	52	No Me Voy	OV7	332778	1
371232	52	It's True - Radio Edit	Axwell, Salem Al Fakir, Sebastian Ingrosso	371232	1
456471	52	Roll Away Your Stone	Mumford & Sons	456471	1
535728	52	 Venus De Milo (Original Mix) 	Sian, Luigi Madonna 	535728	1
540940	52	Beyond	Daft Punk	540940	1
547181	52	Meet Me In The Bathroom	The Strokes	547181	1
559362	52	Streetwalkin'	Shakatak	559362	1
168958	51	Mi jaca	Manolo Escobar	168958	71
378081	51	Villancico	Ska-P	378081	55
558245	51	No CambiÃ©	Yurena	558245	55
346123	51	Valley of the Damned	DragonForce	346123	53
138994	51	Hypnosis	Ben Sims	138994	52
167989	51	Sopa de Caracol	Merengue Latin Band	167989	52
417216	51	Mustang Sally	Larry Ray	417216	52
459760	51	Orgullo Obrero	Non Servium	459760	52
80219	51	The Fresh Prince Of Bel Air - Theme from NBC's The Fresh Prince Of Bel Air	DJ Jazzy Jeff & The Fresh Prince	80219	51
579705	51	Flip It (The Edit) - Radio Edit	Charlotte Devaney, Snoop Dogg	579705	51
32052	51	Dragones Y Mazmorras	Carmen Y Los Peques	32052	47
199268	51	The Gambler	Kenny Rogers	199268	47
562292	51	The Pain	Lacuna Coil	562292	46
563676	51	La Cucaracha	El Puchero del Hortelano	563676	46
164281	51	Heroina - version larga	Los Calis (F)	164281	45
4858	51	Duerme conmigo - Directo 2008	Marea	4858	44
459019	51	Helele (Safri Duo Single Mix)	Safri Duo	459019	44
42470	51	United States Of Eurasia [+Collateral Damage]	Muse	42470	43
206660	51	The Game Of Love featuring Tina Turner	Santana	206660	43
380397	51	Caperucita Feroz	La Orquesta MondragÃ_n	380397	43
13616	51	Run The World (Girls)	BeyoncÃ©	13616	42
40208	51	Mi corazoncito	Aventura	40208	41
502790	51	Diga Que Le Debo	Siniestro Total	502790	41
450454	51	Feliz en tu dia	MILIKI	450454	39
40012	51	Mi vida	Segismundo ToxicÃ_mano	40012	38
350684	51	El Hombre Resaka Baila Ska	Ska-P	350684	38
457548	51	Boyz-N-The-Hood (Remix)	Eazy-E	457548	38
548306	51	Miss You	The Rolling Stones	548306	38
310275	51	Recordandote	Los Rebujitos	310275	37
353598	51	Feel Good Inc - Stanton Warriors Remix	Gorillaz	353598	36
43630	51	We Are The Champions - 2011 Remaster	Queen	43630	34
511344	51	I'm Gonna Be (500 Miles)	Celtic Thunder	511344	34
53728	51	Caprichos De colores - Directo Perito Moreno	Chambao	53728	32
20717	51	Corduroy - 2011 Remaster	Pearl Jam	20717	31
417025	51	Dramophone	Caravan Palace	417025	30
176158	51	My Friend Dario	Vitalic	176158	28
289439	51	Baggy Trousers	Madness, Madness	289439	28
260563	51	Hits From The Bong	Cypress Hill	260563	27
444624	51	Think About You	Guns N' Roses	444624	27
458103	51	For Those About to Rock (We Salute You)	AC/DC	458103	27
140091	51	Susie Q	Creedence Clearwater Revival	140091	25
486090	51	The World We Live In	The Killers	486090	25
506950	51	Blitzkrieg Bop	Ramones	506950	24
577809	51	Tu Primera Vez	Nicky Jam	577809	24
353279	51	Back In Black	Hayseed Dixie	353279	23
536474	51	Since I've Been Loving You	Led Zeppelin	536474	23
205288	51	Mi rendiciÃ_n	Revolver	205288	22
460563	51	Me Enamore	Juan Magan	460563	22
48395	51	Life Goes On	2Pac	48395	21
529739	51	FullMoon	Sonata Arctica	529739	21
578618	51	Mil locuras - feat. Nano William	Dr. Bellido	578618	21
142494	51	I've Been Thinking About You	Londonbeat	142494	20
571470	51	Que Pena Me Das - New Version 2013	Alex Matos	571470	20
205278	51	El Roce De Tu Piel	Revolver	205278	19
14672	51	Every Breath You Take - live	The Police	14672	18
302872	51	(She'll Stay Just) One More Day	Stray Cats	302872	17
453735	51	When mi rise it	Lutan Fyah	453735	16
167364	51	Danza Kuduro	Kuduro Workout Crew	167364	15
506967	51	Howling at the Moon (Sha-La-La)	Ramones	506967	15
17894	51	Mamba Negra	Huecco	17894	14
43748	51	QuÃ_tate La Ropa	Los Delinquentes	43748	13
50351	51	Midlife Crisis	Faith No More	50351	13
183228	51	Stand By Me - Dance Version	Prince Royce	183228	13
352825	51	Heart Skips A Beat feat. Rizzle Kicks	Olly Murs	352825	13
369201	51	Save the World	Swedish House Mafia	369201	13
20148	51	Extremaydura - Version 2004	Extremoduro	20148	12
35796	51	Vuela Muy Alto - VersiÃ_n Salsa	Jerry Rivera	35796	12
451541	51	I'm Gonna Be (500 Miles)	The Proclaimers	451541	12
79787	51	Ourense Bosnia	Los Suaves	79787	11
95204	51	On The Road Again	Canned Heat	95204	11
580316	51	El Nino Del Tambor	Villancicos NavideÃ±os	580316	11
306988	51	Shelter	The xx	306988	10
353358	51	Highway to Hell	AC_DE	353358	10
577941	51	En blanco y negro	Revolver	577941	10
580430	51	Otra Cosa	Daddy Yankee, Natti Natasha	580430	10
25551	51	Cantalojas	Platero Y Tu	25551	9
32362	51	Rej	Ã‚me	32362	9
168203	51	Si Tu Me Miras - Zumba Remix	Jacob Forever	168203	9
18867	51	Fuego De Noche, Nieve De DÃ_a - MTV Unplugged Version	Ricky Martin	18867	8
311629	51	La Fuerza Del Corazon - Directo Las Ventas	Raphael	311629	8
541345	51	I'm a Pilot	Fanfarlo	541345	8
45082	51	3 A.M.	Cali Y El Dandee	45082	7
289412	51	Sound Of Madness	Shinedown	289412	7
81583	51	Me Gustan Las Cerezas	Los Ronaldos	81583	6
177915	51	Paloma	AndrÃ©s Calamaro	177915	6
355786	51	Too Young To Die - Remastered for 2006	Jamiroquai	355786	6
578888	51	TÃº La Necesitas	Alejandro Sanz	578888	6
13606	51	Irreplaceable	BeyoncÃ©	13606	5
103730	51	Corrientes Circulares En El Tiempo	Los Planetas	103730	5
481877	51	Dubstep Christmas	Goldie Lookin Chain	481877	5
555723	51	El Nazareno	Ismael Rivera	555723	5
12577	51	Firmes	Melendi	12577	4
12586	51	DÃ©jame Vivir	Melendi	12586	4
43109	51	Cose Della Vita (Can't Stop Thinking Of You)	Eros Ramazzotti duet with Tina Turner	43109	4
47638	51	Nobody Wants To Be Lonely - Ricky Martin with Christina Aguilera	Ricky Martin with Christina Aguilera	47638	4
50524	51	Memorias de ÃÅfrica	John Barry	50524	4
102440	51	Last One To Die	Rancid	102440	4
178027	51	All You Need Is Pop	AndrÃ©s Calamaro	178027	4
206274	51	Zu Atrapatu Arte	Kortatu	206274	4
349463	51	Molta merda i massa teatre	La Pegatina	349463	4
350713	51	Think Of You - Radio Edit	Whigfield	350713	4
359411	51	Safe From Harm	Massive Attack	359411	4
377745	51	Nadie se acordarÃ¡ de ti - El dÃ_a que llegue el momento	M-Clan	377745	4
19001	51	Magia	Platero Y Tu	19001	3
141338	51	Ascension (Don't Ever Wonder)	Maxwell	141338	3
182637	51	Blue Suede Shoes	Elvis Presley	182637	3
203031	51	Age Of Consent	New Order	203031	3
386361	51	Build Me Up	Huey Lewis & The News	386361	3
448928	51	Baila Navidad. Medley I_ Feliz Navidad_Navidades Blancas_Noche De Paz_Feliz Navidad_Jingle Bells_El PequeÃ±o Tamborilero_Feliz Navidad	Feliz Navidad	448928	3
566217	51	Get Ready	Danny Romero	566217	3
575865	51	The Death Of You And Me	Noel Gallagher's High Flying Birds	575865	3
7731	51	Lo Que Una Chica Por Amor Es Capaz	Gloria Trevi	7731	2
22575	51	The Jean Genie - 1999 Digital Remaster	David Bowie	22575	2
47991	51	To Be Alone With You	Sufjan Stevens	47991	2
81678	51	Al Final De La Escapada	Dorian	81678	2
124589	51	Cuatro Dias Tu Y Yo (Jairo Perera)	Muchachito Bombo Infierno	124589	2
166240	51	Rush Hour	Jane Wiedlin	166240	2
535709	51	Flutes (Sasha Remix)	Hot Chip	535709	2
547508	51	First Love	The Maccabees	547508	2
2345	51	Ninguno De Dos	Maldita Nerea	2345	1
14539	51	Message In A Bottle	The Police	14539	1
32439	51	De Cachibu De Cahivaca	Grupo Infantil Fantasia	32439	1
37366	51	Swan Lake	CafÃ© del Mar, Pyotr Ilyich Tchaikovsky	37366	1
118377	51	Rudy (Un Mensaje Para Vos) (A Message To You Rudy)	Los Fabulosos Cadillacs	118377	1
152133	51	Perdi Mi Ojo De Venado	Caifanes	152133	1
165659	51	All Night Long - Remix Single Version	Mary Jane Girls	165659	1
207754	51	Mezzanine	Massive Attack	207754	1
225239	51	If I Could Turn Back Time	Cher	225239	1
288541	51	Banana Split for my Baby	Louis Prima	288541	1
289032	51	California Rain	Madeleine Peyroux	289032	1
304939	51	Dum Diddly	The Black Eyed Peas, Dante Santiago	304939	1
377512	51	Answers - Live	Steve Vai	377512	1
379906	51	Hard Rain - Dj Alici Remix	Pathfinder	379906	1
427430	51	El grillo Juan	Magdalena para chicos	427430	1
448720	51	Do They Know Its Christmas ( Feed the World )	Allstars de Navidad	448720	1
510249	51	All By Myself	Robert Gordon	510249	1
576020	51	Sweet Love	Anita Baker	576020	1
350277	50	Corre, Corre, Caballito	Marisol	350277	68
409448	50	Carmina Burana - O Fortuna	Carl Orff	409448	60
456050	50	Incoming	Angerfist	456050	57
579987	50	Arabella	Arctic Monkeys	579987	56
347417	50	Take On Me - Best Of	Reel Big Fish	347417	55
375218	50	BailarÃ© Sobre Tu Tumba	Siniestro Total	375218	53
41483	50	SueÃ±os Inalcanzables	Camela	41483	50
16864	50	Bastards on Parade	Dropkick Murphys	16864	49
61819	50	Powerslave - 1998 Digital Remaster	Iron Maiden	61819	47
371217	50	Commander	Kelly Rowland, David Guetta	371217	47
168807	50	Levels - Radio Edit	Avicii	168807	46
433731	50	Family Guy	Carl Cox	433731	46
441331	50	Ladi Dadi - Tommy Trash Remix	Steve Aoki, Wynter Gordon	441331	46
14820	50	Pay The Price	Roxette	14820	45
173366	50	Noelia	Nino Bravo	173366	45
150568	50	La Saeta	Camaron De La Isla, Joan Manuel Serrat	150568	44
467427	50	El Polvorete	Fernando Villalona	467427	44
559720	50	J'me Tire	Maitre Gims	559720	44
568131	50	Con la Punta del Pie	Sonora Gloria Matancera	568131	44
19047	50	La Ultima Noche	Diego Torres	19047	43
286259	50	El gato MontÃ©s (Pasodoble Torero)	Unidad de MÃºsica de la Guardia Real	286259	43
49672	50	Smoke Some Weed	Ice Cube	49672	42
141895	50	Walk On The Wild Side	Lou Reed	141895	42
167799	50	El Niagara en Bicicleta	Merengue Latin Band	167799	42
490708	50	Vamos A La Playa (Radio Edit)	Loona	490708	41
575454	50	Peineta y Mantilla	El Drogas	575454	41
458119	50	Money Talks	AC/DC	458119	39
183210	50	Let's Go Crazy	Prince & The Revolution	183210	37
69930	50	Red Right Hand - 2011 - Remaster	Nick Cave & The Bad Seeds	69930	36
382960	50	Quiero ser santa	Paralisis Permanente	382960	36
310346	50	Take Your Mama	Scissor Sisters	310346	34
482244	50	SalomÃ©	Bunbury	482244	34
75286	50	Man In The Mirror	Michael Jackson	75286	33
265857	50	Los rokeros van al infierno. Smoke on the Water. Highway to Hell	BarÃ_n Rojo	265857	33
182758	50	Always On My Mind	Elvis Presley	182758	32
164953	50	Tus Bragas	El Ã_ltimo Ke Zierre	164953	30
52124	50	Salve Rociera	Los Romeros De La Puebla	52124	29
490621	50	La Travesia	Juan Luis Guerra	490621	29
166342	50	The Spirit Of Radio	Rush	166342	27
8278	50	Waka Waka (This Time For Africa) - K-Mix	Shakira	8278	25
378563	50	Otherside (feat. Fences) [Ryan Lewis Remix]	Macklemore & Ryan Lewis	378563	25
542845	50	Talkin' Bout a Revolution	Tracy Chapman	542845	24
555455	50	Se acabÃ_	Ska-P	555455	24
507737	50	Cali Pachanguero	Grupo Niche	507737	23
575466	50	Salvavidas	Bunbury	575466	23
61458	50	Hallowed Be Thy Name	Iron Maiden	61458	22
39018	50	Como El Viento	DePedro	39018	21
131956	50	No Class	MotÃ¶rhead	131956	21
291836	50	Baby Please Don't Go - Live	Muddy Waters	291836	21
345361	50	Holy Diver	Dio, Ronnie James Dio	345361	21
463985	50	Danger! High Voltage	Electric Six	463985	21
500716	50	Si Tanque Els Ulls	Obrint Pas	500716	21
458341	50	Pacto entre caballeros	Benito Kamelas	458341	20
141544	50	Wishing Well	Terence Trent D'Arby	141544	19
578586	50	SueÃ±os Lentos, Aviones Veloces	Izal	578586	19
54788	50	Aquellas PequeÃ±as Cosas_Ruido_El Muerto Vivo	Serrat & Sabina	54788	18
458381	50	Rutina en las venas	Gritando en Silencio	458381	18
460577	50	Mariah (Victor Magan Remix)	Juan Magan	460577	18
94111	50	Vente PÃ¡ Madrid	Antonio Flores, Ketama	94111	16
575268	50	Am I Evil?	Metallica	575268	16
206572	50	She's Not There	Santana	206572	15
206332	50	Siete Horas	Bebe	206332	14
578397	50	El Hip-Hop Que SÃ©	Nach	578397	14
19058	50	Muero Por Vivir, Directo	Platero Y Tu	19058	13
244110	50	Millennium	Robbie Williams	244110	12
18865	50	Que No Me Pierda	Diego Torres	18865	11
20022	50	El Duende Del Parque - Version 2004	Extremoduro	20022	11
20757	50	It's My Life - Live Version	Bon Jovi	20757	11
44263	50	AÃ±o Nuevo	Vetusta Morla	44263	11
45719	50	Siete Calaveras - En Directo Verarano 92	La Frontera	45719	11
278799	50	Volare (nel blu dipinto di blu)	Gipsy Kings	278799	11
288811	50	Ante Up (Robbin Hoodz Theory) - Explicit	M.O.P.	288811	11
528038	50	Quella che non sei	Ligabue	528038	11
79549	50	La primavera	Delafe y las flores azules	79549	10
87037	50	Luna	Muchachito Bombo Infierno	87037	10
283991	50	Un Velero Llamado Libertad	Jose Luis Perales	283991	10
477809	50	No Hagas El Indio, Haz El Cherokee (Batucada Version)	Cherry Coke	477809	10
501980	50	A las puertas del deseo	La Fuga	501980	10
19128	50	Tras La Barra	Platero Y Tu	19128	9
21401	50	En Las Calles De Madrid	Loquillo Y Los Trogloditas	21401	9
91688	50	DÃ_as de vino y rosas	La HabitaciÃ_n Roja	91688	9
485723	50	Animal	Neon Trees	485723	9
578262	50	Hotel	Kid Ink, Chris Brown	578262	9
4307	50	Te Veo Venir Soledad featuring Alejandro Fernandez	Franco De Vita	4307	8
28815	50	Solo quiero tu boca - Version 2008	Barricada	28815	8
47405	50	Dime Que Me Quieres	Los Piratas	47405	8
239429	50	Run To You	Bryan Adams	239429	8
244129	50	Sweet Child O' Mine - Rick Rubin New Mix	Sheryl Crow	244129	8
442163	50	Let's Go - Ricky Luna Remix	Travis Barker, Yelawolf, Twista, Busta Rhymes, Lil Jon	442163	8
503019	50	Kea	Kuraia	503019	8
512696	50	The Ocean	Lez Zeppelin	512696	8
20013	50	Islero Shirlero O Ladron	Extremoduro	20013	7
532236	50	Babaloco	La Gossa Sorda	532236	7
575667	50	Te Espero AquÃ_	Pablo LÃ_pez	575667	7
358143	50	Lamento Boliviano - 2012 Edit Version	Dani Mata Feat Juan Martinez, Juan Martinez	358143	6
54281	50	Universally Speaking	Red Hot Chili Peppers	54281	5
90498	50	I'll Be Your Man	The Black Keys	90498	5
386352	50	I Want A New Drug	Huey Lewis & The News	386352	5
429182	50	Funky Kingston (Moombahton Remix)	Toots & The Maytals	429182	5
558648	50	Angel	Julio Iglesias Jr	558648	5
9700	50	Sevilla de Bilbao	Fito y Fitipaldis	9700	4
10979	50	Quieto Parao	Estopa	10979	4
112348	50	Para Darte Fuego	Frankie Ruiz	112348	4
347937	50	Piece Of My Heart	"Big Brother & The Holding Company;Janis Joplin"	347937	4
359951	50	Conquest	The White Stripes	359951	4
416714	50	The Boy With the Arab Strap	Belle & Sebastian	416714	4
532233	50	DÃ_na'm La MÃ 	La Gossa Sorda	532233	4
576282	50	Burbuja	David Bisbal	576282	4
578895	50	El Club De La Verdad	Alejandro Sanz	578895	4
43086	50	Adesso Tu	Eros Ramazzotti	43086	3
165849	50	Reward	The Teardrop Explodes	165849	3
177969	50	Insoportablemente cruel - Featuring Calle 13 & Jerry Gonzalez	AndrÃ©s Calamaro	177969	3
359003	50	Big Man	Chase & Status, Liam Bailey	359003	3
405143	50	Whole Lotta Shakin' Goin' On	Little Richard	405143	3
472481	50	Stereo	Berri Txarrak	472481	3
487774	50	Across 110th Street	Bobby Womack	487774	3
20804	50	Boys feat. Pharrell Williams - Co-Ed Remix featuring Pharrell Williams of N.E.R.D.	Britney Spears	20804	2
38704	50	Nine Lives	Aerosmith	38704	2
348039	50	This Old Dark Machine	James Vincent McMorrow	348039	2
370081	50	CloudBreaker - Original Mix	Basto, Yves V	370081	2
430197	50	Cuba	Gibson Brothers	430197	2
543477	50	Dime Donde Vives	Daniel	543477	2
571487	50	I Want More	Alvaro Reina	571487	2
10008	50	It's My Life	The Animals	10008	1
19011	50	Como Has Perdido Tu - version 2005	Platero Y Tu	19011	1
31355	50	Mujer Contra Mujer	Mecano	31355	1
35947	50	El Amor	Jose Luis Perales	35947	1
45547	50	Senda	Heroes Del Silencio	45547	1
51770	50	Watch Out Now - Explicit Version	The Beatnuts	51770	1
53701	50	Roe Por La Escalera	Chambao	53701	1
67424	50	The House Of The Rising Sun	Nina Simone	67424	1
81586	50	Dime Por QuÃ©	Los Ronaldos	81586	1
124583	50	Wash My Hands	Kormac	124583	1
207828	50	Little Broken Hearts	Norah Jones	207828	1
233059	50	Always Be My Baby	Mariah Carey	233059	1
359000	50	Just - Feat. Dada - Infected Remix	Soundphreakers	359000	1
371643	50	Our Love - Bisbetic Remix	Stereo Palma Feat. Craig David, Stereo Palma, Craig David	371643	1
386349	50	The Heart Of Rock And Roll	Huey Lewis & The News	386349	1
451281	50	Don't Leave Me This Way (Re-Recorded _ Remastered)	Thelma Houston	451281	1
451653	50	I Second That Emotion	Smokey Robinson & The Miracles	451653	1
538466	50	Que Bello	Playa Limbo	538466	1
550529	50	Wildest Dreams	Brandy	550529	1
577555	50	Bendita Mi Suerte	Funambulista	577555	1
463769	49	Letra B	Berzas	463769	55
349503	49	El Final Del Verano	Duo Dinamico Con Carlos Baute	349503	54
446212	49	LlegÃ_ la Noche	Leon de Romeo, Aloy, Sr. Kokis, Jhota Boy Color	446212	52
31832	49	Una Decima De Segundo - Live	Nacha Pop	31832	50
46256	49	Mujer Cruel	Los Chichos, Los Chunguitos	46256	50
370064	49	Closer - Dario Nunez Remix	Dj Nano & T. Tommy	370064	50
262681	49	Power	Helloween	262681	49
256962	49	Same Ol' Situation (S.O.S.)	MÃ¶tley CrÃ_e	256962	48
566929	49	Kernkraft 400	Zombie Nation	566929	48
577658	49	Vacaciones en Suiza	Los Chikos del Maiz, Zoo	577658	47
18607	49	La pastilla de jabon	Mojinos Escozios	18607	46
52991	49	FrÃ_o	Txarrena	52991	45
287364	49	No se no se	Rumba Tres	287364	44
75333	49	Remember The Time	Michael Jackson	75333	43
446731	49	We No Speak Americano - Original	Yolanda Be Cool & DCUP	446731	43
17607	49	A Toda Esa Gente	Medina Azahara	17607	42
79718	49	Judas	Los Suaves	79718	40
458211	49	Al socuello de tus pechos de seda	Sinkope	458211	40
478890	49	Chip	The Real McKenzies	478890	40
4855	49	Entre hormigones - Directo 2008	Marea	4855	39
9371	49	La culpa fue del Cha-cha-cha - directo Enjoy 07	Jaime Urrutia	9371	39
350526	49	La, La, La	Massiel	350526	39
542680	49	Voyage Voyage (Acoustic Version)	Kate Ryan	542680	39
193318	49	Why Didn't You Call Me	Macy Gray	193318	37
227896	49	Showdown	Electric Light Orchestra (Elo)	227896	37
364590	49	Tuna Punk	Manolo Kabezabolo	364590	37
579712	49	El Barro Terco	Tako	579712	36
61409	49	2 Minutes to Midnight	Iron Maiden	61409	35
534556	49	Piel Canela	Andres Cepeda	534556	35
104529	49	El Animal	Gente De Zona	104529	34
476657	49	La Bolsa	Bersuit Vergarabat	476657	34
542324	49	Promise (English Version)	Romeo Santos Feat. Usher	542324	31
578795	49	No Hay Quien la Pare	J Alvarez, Tito El Bambino	578795	29
515290	49	Danza Kuduro	Danza Kuduro	515290	28
578576	49	Prueba y Error	Izal	578576	28
33978	49	Boiler	Limp Bizkit	33978	27
445712	49	New Year's Day - Album version - Remastered	U2	445712	26
140360	49	Cotton Fields	Creedence Clearwater Revival	140360	25
164838	49	Mis Calzones	El Ã_ltimo Ke Zierre	164838	24
579783	49	Over The Rainbow	Israel Kamakawiwo'ole	579783	24
13907	49	Tan Solo Palabras	Marc Anthony	13907	23
